AveBedrms,MedInc,HouseAge,MEDV
1.6598639455782314,2.6094,52.0,0.813
1.329268292682927,1.8516,52.0,0.85
1.0540098199672667,0.9802,46.0,1.292
1.1968503937007875,1.7719,26.0,0.825
1.0722021660649819,0.7286,46.0,0.952
1.3421052631578947,1.75,49.0,0.75
0.5714285714285714,0.4999,46.0,0.675
1.2105263157894737,2.483,20.0,1.375
1.0523917995444192,0.9241,17.0,1.775
1.1041257367387034,2.4464,36.0,1.021
1.173913043478261,1.1111,19.0,1.083
1.1507692307692308,0.8026,23.0,1.125
1.135483870967742,2.0114,38.0,1.313
1.0,1.5,17.0,1.625
1.0,1.1667,52.0,1.125
1.1149425287356323,1.5208,52.0,1.125
1.0580645161290323,0.8075,52.0,1.375
1.0887573964497042,1.8088,35.0,1.188
1.2434782608695651,2.4083,52.0,0.982
1.186842105263158,0.977,40.0,1.188
1.0545454545454545,0.76,10.0,1.625
1.0769230769230769,0.9722,10.0,1.375
0.9176470588235294,1.2434,52.0,5.00001
1.0828729281767955,2.0938,16.0,1.625
0.9886363636363636,0.8668,52.0,1.375
0.9117647058823529,0.75,52.0,1.625
1.1490066225165563,2.6354,27.0,1.875
1.3340471092077089,1.8477,39.0,1.792
1.066293585880327,2.0096,36.0,1.3
1.1279661016949152,2.8345,31.0,1.838
1.1758241758241759,2.0062,29.0,1.25
1.016,1.2185,22.0,1.7
1.1071428571428572,2.6104,37.0,1.931
1.1312,2.4912,29.0,2.578
1.070808283233133,3.2177,28.0,2.734
1.0614035087719298,3.125,39.0,2.375
1.1435562805872757,2.5795,52.0,3.5
1.0698714365567357,2.8406,34.0,3.357
0.9221311475409836,4.9306,52.0,3.134
1.0570175438596492,3.2727,52.0,2.685
1.0900473933649288,3.1691,52.0,2.594
1.0459610027855153,3.9,52.0,2.757
1.0660847880299251,3.9063,28.0,2.25
1.1422924901185771,5.0917,52.0,2.625
1.0743639921722115,2.6429,32.0,2.185
0.9827444535743632,3.0233,26.0,2.55
1.0770712909441233,3.1484,52.0,2.241
1.014218009478673,3.4722,35.0,2.431
0.9862542955326461,3.1429,52.0,2.316
1.053582179409994,2.4234,28.0,2.185
1.0655737704918034,3.0897,52.0,2.341
1.0697050938337802,5.8596,50.0,3.276
0.9360824742268041,5.2868,47.0,3.476
1.0797872340425532,5.956,41.0,3.661
1.148936170212766,4.9643,37.0,3.35
1.0198511166253101,6.3434,52.0,3.736
1.0342342342342343,5.1773,52.0,3.895
0.9945504087193461,7.2354,52.0,3.911
1.096234309623431,5.457,28.0,3.373
0.9874739039665971,7.5,50.0,2.952
1.0,6.0194,44.0,2.923
1.0305810397553516,7.5544,40.0,4.115
1.0087463556851313,6.0666,30.0,3.115
0.9879032258064516,7.0548,34.0,3.259
1.0824742268041236,11.6017,18.0,3.926
1.0383747178329572,7.4882,35.0,3.193
1.0287206266318538,6.8976,34.0,3.333
0.968421052631579,8.2049,28.0,3.352
1.0568720379146919,8.401,26.0,3.512
1.0074349442379182,6.8538,29.0,3.689
1.0038022813688212,8.317,32.0,3.659
1.0284090909090908,7.0175,37.0,3.667
1.068,6.3302,39.0,3.628
0.7307692307692307,6.3624,30.0,4.833
0.9514285714285714,7.0549,52.0,3.314
1.0234741784037558,6.7851,45.0,3.235
1.0960144927536233,2.8929,50.0,2.167
1.0985626283367556,3.0812,38.0,2.331
0.9464285714285714,5.2402,52.0,2.964
1.0876623376623376,6.5217,52.0,2.737
1.0108695652173914,3.2632,52.0,2.277
1.0521541950113378,3.0298,52.0,1.996
1.050485436893204,4.5428,52.0,2.398
0.9970588235294118,4.072,52.0,2.701
1.0287907869481765,5.3509,52.0,3.021
1.0588235294117647,3.1603,52.0,2.695
1.0751173708920188,4.7708,52.0,3.147
1.0578947368421052,8.1564,52.0,3.901
1.1317829457364341,8.8793,52.0,4.103
0.9571865443425076,6.8591,52.0,3.524
0.9296875,6.0302,52.0,2.873
1.0369318181818181,7.508,52.0,3.487
1.1387163561076605,2.7477,52.0,2.438
0.96,2.1944,52.0,2.115
1.0450819672131149,3.0149,52.0,2.184
0.9691119691119691,3.675,52.0,2.699
1.1178045515394912,3.225,46.0,2.188
1.0492610837438423,2.9345,42.0,2.25
1.0969529085872576,2.1429,43.0,2.5
1.1355932203389831,1.6121,41.0,1.714
1.1177231565329884,1.3929,29.0,1.938
1.1468531468531469,2.3173,27.0,1.25
1.1434782608695653,1.7772,45.0,0.975
0.9591836734693877,2.6458,50.0,1.25
1.0771349862258952,2.181,52.0,1.388
1.1160220994475138,2.2303,36.0,1.167
1.0046583850931676,1.6504,43.0,1.518
1.0,2.2697,52.0,1.27
1.07492795389049,2.1563,52.0,1.286
1.1880597014925374,2.1348,52.0,1.406
1.0613718411552346,2.6292,47.0,1.827
1.1245136186770428,2.3833,52.0,1.469
1.0473815461346634,2.957,52.0,1.228
1.106351550960118,2.5238,49.0,1.693
0.989247311827957,1.9375,52.0,1.266
1.0561224489795917,1.9028,51.0,1.279
1.1566265060240963,2.25,50.0,1.235
1.0678571428571428,2.3929,52.0,1.119
1.091795288383428,2.1917,43.0,1.128
0.9587378640776699,2.9357,52.0,1.079
1.0038022813688212,1.8854,30.0,1.375
1.1079691516709511,2.1638,39.0,1.055
1.3036303630363035,2.125,47.0,0.955
1.0714285714285714,3.375,52.0,1.161
1.0532212885154062,2.2542,43.0,1.122
0.7818181818181819,2.1,51.0,0.75
1.048780487804878,1.6,39.0,1.125
1.0440528634361232,3.625,52.0,1.25
1.1523668639053255,1.6929,20.0,1.15
0.927536231884058,1.6471,52.0,0.95
1.162162162162162,2.59,52.0,0.964
1.1256830601092895,2.57,52.0,0.72
1.1587301587301588,2.6429,52.0,0.713
1.0093896713615023,3.0257,52.0,0.808
1.1111111111111112,1.4886,50.0,1.288
1.0776255707762556,1.9338,43.0,1.125
1.011764705882353,1.4844,52.0,1.194
1.0985352862849533,1.6009,44.0,1.181
1.154518950437318,2.0375,48.0,1.225
0.9908675799086758,2.293,49.0,1.063
1.0975143403441683,2.1494,37.0,1.325
1.0357142857142858,1.6198,30.0,1.227
1.0815217391304348,1.3281,40.0,1.133
1.1544117647058822,3.5156,44.0,1.095
1.0072992700729928,3.9048,52.0,1.647
0.9743589743589743,3.0893,52.0,1.25
1.0910815939278937,2.6042,46.0,1.247
1.0613207547169812,2.5,49.0,1.367
1.078907435508346,2.7969,38.0,1.417
1.1058823529411765,2.8321,29.0,1.5
1.0513698630136987,2.9583,47.0,1.388
1.0794573643410852,2.8365,34.0,1.392
1.0595854922279793,2.875,35.0,1.438
1.0775862068965518,3.0682,39.0,1.565
1.0022421524663676,3.0757,39.0,1.51
1.0967032967032968,4.9559,43.0,2.73
1.0932835820895523,4.7721,52.0,2.171
1.0070821529745042,3.4861,52.0,1.871
1.0411764705882354,5.1184,41.0,2.396
1.0436507936507937,4.0977,48.0,2.297
1.088235294117647,4.744,48.0,2.573
1.0271084337349397,4.2727,46.0,2.469
1.059782608695652,2.9844,50.0,1.799
1.0893617021276596,4.1739,40.0,1.696
1.0150375939849625,3.8487,46.0,2.033
0.9783393501805054,4.0114,52.0,2.634
0.9933920704845814,4.6563,45.0,2.318
1.1375186846038865,2.9297,28.0,1.405
1.176923076923077,2.3036,35.0,1.26
0.9285714285714286,2.6667,49.0,1.22
0.9205702647657841,2.619,44.0,1.347
1.1244725738396624,2.4167,45.0,1.394
1.1,2.7788,45.0,1.154
0.8927943760984183,2.7352,46.0,1.373
1.1152416356877324,1.8472,52.0,1.37
0.9142857142857143,2.6583,52.0,1.426
0.9959183673469387,3.0536,49.0,1.375
1.1639344262295082,2.3906,44.0,1.117
1.1302211302211302,1.7188,43.0,1.268
1.0290456431535269,2.625,47.0,1.113
0.8444444444444444,2.8015,40.0,1.148
1.075,1.7276,50.0,1.023
1.0383838383838384,2.0801,44.0,1.319
1.178117048346056,2.489,51.0,1.191
1.0466666666666666,1.7546,52.0,0.806
1.2627737226277371,4.0904,52.0,0.806
1.0268456375838926,2.6765,52.0,0.888
1.031055900621118,2.4338,49.0,1.024
1.0593220338983051,2.3309,46.0,0.987
1.184115523465704,2.2604,43.0,1.0
0.9657794676806084,1.8039,42.0,0.923
1.111731843575419,2.2562,39.0,0.948
1.217008797653959,2.0562,41.0,1.02
1.0472813238770686,3.5398,52.0,1.584
1.0611702127659575,3.1167,39.0,1.216
1.066137566137566,2.5401,50.0,1.291
1.037190082644628,2.898,43.0,1.214
1.0534351145038168,2.3125,44.0,1.028
1.0714285714285714,2.875,52.0,1.6
1.0070588235294118,3.3715,52.0,1.439
1.0671462829736211,3.5114,52.0,1.512
1.1066666666666667,4.3125,52.0,1.644
1.075880758807588,3.22,52.0,1.565
0.6595744680851063,3.875,33.0,2.25
0.9808612440191388,5.2328,49.0,1.742
1.0157894736842106,3.7262,52.0,1.669
1.0152905198776758,4.5893,45.0,1.635
0.8962264150943396,5.2578,39.0,2.53
1.088785046728972,7.0875,41.0,2.407
1.1762917933130699,3.9712,46.0,2.081
0.94921875,2.9514,47.0,1.981
1.0796019900497513,2.6667,50.0,1.728
0.9849624060150376,5.4446,37.0,3.367
1.0,6.2838,34.0,3.182
1.024390243902439,6.7527,23.0,2.858
0.9783950617283951,7.0712,24.0,2.93
1.0411794611082867,5.9849,22.0,3.71
0.9737827715355806,3.6875,42.0,1.573
1.0611664295874823,2.875,30.0,1.353
1.0810810810810811,3.4205,43.0,1.367
1.1338028169014085,3.2984,50.0,1.607
0.9779005524861878,3.875,49.0,1.406
1.0578512396694215,4.175,52.0,1.44
0.9954128440366973,4.375,47.0,1.619
1.0777777777777777,4.7708,48.0,1.563
1.0338541666666667,3.5739,45.0,1.76
1.1044303797468353,3.0958,39.0,1.458
1.062111801242236,3.3958,39.0,1.419
1.1792035398230087,1.871,31.0,0.907
1.0338028169014084,1.9356,41.0,0.906
1.081151832460733,2.1842,47.0,1.079
1.11875,2.2917,37.0,1.07
1.1214689265536724,2.4333,38.0,0.982
1.0609756097560976,1.9479,50.0,0.895
1.0606060606060606,3.9063,52.0,0.938
1.0022172949002217,1.8407,49.0,0.967
1.5031847133757963,2.0786,27.0,0.975
0.9589552238805971,2.8125,42.0,0.973
1.111716621253406,1.8913,43.0,0.912
1.0483271375464684,1.7056,49.0,0.914
0.9873646209386282,2.2768,52.0,0.962
1.0753424657534247,3.2552,51.0,1.201
0.9890710382513661,2.0556,52.0,1.0
1.1171428571428572,2.4659,52.0,0.947
0.9283154121863799,1.75,47.0,0.857
1.1233480176211454,2.0469,41.0,0.893
1.1260744985673352,2.7159,45.0,1.014
1.3018867924528301,1.2083,41.0,0.725
1.0042194092827004,1.925,45.0,0.741
0.9924812030075187,1.5809,36.0,0.7
1.103448275862069,1.4097,37.0,0.846
1.0541310541310542,0.7683,38.0,0.818
1.0865384615384615,1.3194,19.0,0.814
1.1666666666666667,0.8012,28.0,0.818
0.9801980198019802,1.9479,26.0,0.858
1.3333333333333333,1.1765,36.0,0.871
1.2520325203252032,2.3456,42.0,0.835
1.0368852459016393,2.1538,44.0,0.797
0.9483870967741935,2.5139,43.0,0.834
1.0139372822299653,1.2625,45.0,0.847
1.0858585858585859,2.9063,42.0,0.8
1.0280701754385966,2.5192,43.0,0.764
0.875,2.1111,44.0,0.797
1.1205128205128205,2.455,42.0,0.824
1.0748792270531402,2.4028,41.0,0.977
0.9781021897810219,2.15,47.0,0.972
1.0782122905027933,2.4776,43.0,1.016
1.0879765395894427,2.1587,43.0,0.865
1.1559633027522935,1.8438,35.0,0.905
1.0044444444444445,3.0298,46.0,1.076
1.0280898876404494,2.25,46.0,0.842
1.1045197740112995,2.2467,46.0,0.889
0.95,4.0469,45.0,0.807
1.117948717948718,1.325,46.0,0.871
1.0772200772200773,1.6196,38.0,0.851
1.0038461538461538,2.1731,45.0,0.82
1.7533333333333334,1.9167,36.0,0.828
1.0938967136150235,2.069,43.0,0.846
1.2891566265060241,1.712,36.0,0.821
1.0734265734265733,2.5625,33.0,0.893
1.0457516339869282,1.9821,43.0,0.983
1.1782608695652175,2.5043,41.0,0.923
0.9763779527559056,2.3281,44.0,0.888
1.1174785100286533,1.4375,48.0,0.9
1.06198347107438,2.5122,45.0,0.955
1.2946058091286308,1.5625,38.0,0.917
1.1405405405405404,3.1587,47.0,1.004
1.0029239766081872,1.8426,40.0,0.948
1.0165562913907285,4.6696,46.0,1.643
1.1059730250481696,2.4598,36.0,1.555
1.0592592592592593,6.0749,39.0,1.969
1.028169014084507,4.8304,27.0,2.791
1.09478672985782,5.5701,34.0,2.528
0.9212007504690432,5.37,26.0,2.754
1.1917808219178083,6.86,33.0,2.5
1.018348623853211,7.6923,28.0,3.298
0.963302752293578,4.0313,36.0,1.955
0.9900990099009901,6.8323,33.0,2.559
1.08,4.975,30.0,3.111
1.0,5.3602,36.0,3.3
1.0277777777777777,5.0,41.0,2.489
1.0454545454545454,2.925,46.0,1.429
1.003921568627451,3.8913,40.0,1.263
1.2054380664652569,3.225,44.0,1.358
0.9319371727748691,3.1458,41.0,1.306
1.1761658031088082,2.537,24.0,1.079
0.9703703703703703,2.5568,44.0,1.111
1.0110294117647058,3.5083,43.0,1.22
0.9822695035460993,3.3125,49.0,1.18
1.1264367816091954,1.8235,40.0,0.952
1.0526315789473684,3.8047,35.0,0.943
1.0035714285714286,2.2917,34.0,0.925
1.1081081081081081,2.4962,37.0,0.918
1.0169491525423728,4.0417,43.0,1.094
0.8578199052132701,3.4844,46.0,1.295
1.0208333333333333,4.1458,52.0,1.434
1.3433734939759037,2.625,47.0,0.982
1.1116279069767443,2.0227,44.0,1.031
1.0084745762711864,3.3333,49.0,2.768
0.9195804195804196,5.338,52.0,2.709
1.1193633952254642,3.4732,52.0,2.462
1.0255402750491158,3.5125,38.0,2.242
1.0705521472392638,3.1375,52.0,2.291
1.072,2.8036,46.0,2.116
1.057591623036649,4.5824,15.0,2.561
1.0615942028985508,3.0208,36.0,2.063
1.029090909090909,4.0875,52.0,2.213
1.093984962406015,4.5268,42.0,2.074
1.0064935064935066,1.7375,37.0,3.5
1.0028735632183907,3.1795,52.0,2.182
1.1497797356828194,3.8672,50.0,2.167
1.1437908496732025,5.1675,52.0,2.706
1.0242587601078168,5.1696,52.0,2.614
0.9940119760479041,4.2614,52.0,2.613
0.9952718676122931,5.0551,52.0,2.322
1.0703125,5.6228,42.0,3.754
0.96875,7.8864,52.0,3.573
0.9927272727272727,7.9556,52.0,3.744
1.0169491525423728,6.174,52.0,3.588
1.0671936758893281,6.9414,52.0,4.175
1.021917808219178,8.8342,52.0,4.305
1.0512820512820513,7.1754,52.0,3.629
1.0245901639344261,10.0825,52.0,3.97
0.9791044776119403,4.9083,52.0,3.468
1.005952380952381,5.7912,52.0,3.271
1.1056910569105691,4.5893,52.0,2.901
1.0751633986928104,5.4171,52.0,2.92
0.971252566735113,4.125,52.0,2.709
1.0309859154929577,7.266,52.0,3.711
1.0772058823529411,5.3989,52.0,3.356
0.925414364640884,7.8336,37.0,3.713
1.0773480662983426,6.1593,41.0,3.44
1.0692640692640694,6.381,52.0,3.422
1.0535714285714286,6.6828,52.0,3.709
1.0155555555555555,7.5385,37.0,3.5
1.0267857142857142,6.7138,42.0,3.686
1.0321782178217822,6.2425,52.0,3.918
1.0875331564986737,5.7979,52.0,4.153
1.0434782608695652,4.2813,52.0,2.849
1.0653950953678475,3.5417,52.0,2.875
1.0763636363636364,3.0132,44.0,2.729
1.0581896551724137,4.1429,52.0,2.596
0.966183574879227,4.1912,52.0,2.545
0.9862385321100917,3.9167,52.0,2.356
1.092783505154639,3.8897,52.0,2.184
1.0315789473684212,3.1065,48.0,2.292
1.04,2.9926,46.0,1.921
1.0394736842105263,3.556,52.0,1.793
1.0656934306569343,1.475,45.0,1.875
0.9897959183673469,1.6971,52.0,1.388
1.18,2.1705,10.0,1.5
0.9921875,2.75,50.0,1.406
1.1226415094339623,2.5682,52.0,1.2
1.0591549295774647,2.9,46.0,1.448
1.095029239766082,2.2208,52.0,1.448
1.0930232558139534,3.2344,52.0,2.455
1.0076335877862594,3.5156,52.0,2.0
1.051823416506718,1.9805,49.0,1.737
1.0387596899224807,2.6684,50.0,1.856
0.9705882352941176,3.875,52.0,1.826
1.0246305418719213,3.006,52.0,2.279
1.031111111111111,2.543,46.0,2.207
1.0348027842227379,2.8676,46.0,2.12
1.0616438356164384,2.1907,52.0,2.714
1.0329411764705883,1.7778,30.0,2.688
1.1071428571428572,2.52,37.0,2.778
1.0240963855421688,4.2788,52.0,3.325
1.0541012216404886,2.944,52.0,3.389
1.0884265279583876,1.725,52.0,2.875
1.146341463414634,5.2289,41.0,3.846
1.1018957345971565,2.5562,42.0,3.714
0.9643605870020965,0.949,52.0,3.5
0.944,1.1696,52.0,5.00001
1.06,1.4012,52.0,1.75
1.0516332982086407,1.1859,52.0,2.417
1.108,1.7464,35.0,2.167
1.0514285714285714,2.8846,49.0,2.113
1.005763688760807,2.7372,52.0,2.102
1.0317460317460319,3.8594,52.0,1.964
1.0412979351032448,3.5625,52.0,1.917
1.0273972602739727,2.2788,52.0,1.823
1.05890603085554,2.537,44.0,1.75
1.0093457943925233,2.525,46.0,1.659
1.086021505376344,1.9946,52.0,1.569
1.060693641618497,2.8214,52.0,1.643
1.069767441860465,2.6165,52.0,1.5
1.0781527531083481,1.9483,50.0,1.505
1.0112359550561798,1.9327,52.0,1.699
1.0986842105263157,1.9798,49.0,1.474
1.0512249443207127,2.4167,52.0,1.527
1.0507246376811594,2.5417,49.0,1.827
1.164804469273743,3.3906,52.0,1.793
1.0864779874213837,2.5652,52.0,1.577
0.9683098591549296,2.2845,41.0,1.531
1.142322097378277,2.6071,52.0,2.5
1.062857142857143,3.15,52.0,2.063
1.0191780821917809,2.6914,52.0,2.188
1.063868613138686,1.8447,52.0,1.982
1.0011481056257177,1.6307,35.0,2.536
1.0478589420654911,2.9044,52.0,2.574
1.0957290132547866,2.9405,52.0,2.895
1.1226765799256506,3.3893,52.0,2.417
1.1263616557734204,3.0417,48.0,4.896
0.9455445544554455,7.0897,52.0,4.462
1.0779661016949154,5.0463,52.0,4.563
0.9888641425389755,1.7652,52.0,3.368
1.0514018691588785,7.8521,52.0,5.00001
0.9556451612903226,9.3959,52.0,5.00001
1.123728813559322,5.3794,52.0,3.769
1.0172185430463576,3.2619,52.0,3.096
1.1288343558282208,2.7054,52.0,1.823
1.2269938650306749,2.2431,47.0,1.727
1.1764705882352942,1.9028,50.0,1.508
1.1735537190082646,1.5817,52.0,1.536
1.077922077922078,2.2841,52.0,1.063
0.9623824451410659,1.3785,47.0,1.423
1.0984848484848484,2.9018,52.0,1.194
0.9705882352941176,1.73,44.0,1.479
1.03862660944206,2.2625,48.0,1.329
1.0120772946859904,2.2106,35.0,1.325
1.0627450980392157,2.6997,52.0,1.269
1.174061433447099,4.0018,14.0,1.438
1.0498614958448753,7.8772,52.0,5.00001
0.9841269841269841,11.8603,39.0,5.00001
1.0,13.499,42.0,5.00001
1.0397727272727273,12.2138,52.0,5.00001
1.032520325203252,8.1872,52.0,4.661
1.0339425587467364,12.3804,52.0,5.00001
1.0837004405286343,5.8948,52.0,4.578
0.9873417721518988,8.1194,52.0,4.716
1.1340782122905029,8.7477,52.0,5.00001
0.9942307692307693,6.155,52.0,3.986
1.0125628140703518,5.883,52.0,3.407
0.9961389961389961,5.2128,52.0,2.899
1.0062305295950156,4.7188,52.0,3.353
1.0925925925925926,5.2915,52.0,3.33
1.053811659192825,2.6411,52.0,2.41
1.11875,3.3214,52.0,1.896
1.03485254691689,3.6417,52.0,2.063
0.9982363315696648,3.0161,52.0,2.157
1.0232558139534884,3.1771,52.0,2.102
1.2121212121212122,3.4531,52.0,2.088
0.9936708860759493,4.3098,52.0,1.979
1.0432692307692308,3.3438,52.0,2.013
1.1064814814814814,2.9213,52.0,1.908
1.0566037735849056,2.6806,52.0,2.079
0.9962264150943396,3.7708,52.0,2.153
0.9195804195804196,3.9444,45.0,2.129
1.1008230452674896,5.2601,13.0,2.927
1.016374269005848,2.5444,30.0,2.75
1.036619718309859,2.6447,42.0,2.0
1.0950510604870385,2.5762,29.0,1.734
1.03,1.9427,42.0,1.022
1.0461095100864553,2.9688,52.0,2.208
1.1107660455486543,3.75,27.0,2.428
1.1508295625942684,5.1702,18.0,2.654
0.9357798165137615,2.5139,50.0,2.19
1.1705685618729098,2.9732,52.0,2.821
0.8940092165898618,5.5337,52.0,3.72
1.0385674931129476,4.1667,52.0,2.258
1.052516411378556,2.7115,52.0,2.208
1.079150579150579,3.3269,52.0,2.345
1.0292134831460673,3.2685,52.0,2.542
1.0606060606060606,4.7778,52.0,3.518
1.0911764705882352,4.226,52.0,2.75
0.9767441860465116,3.3571,52.0,4.054
1.0750605326876512,2.9899,52.0,2.281
1.0041928721174005,2.875,52.0,2.34
1.0676691729323309,2.3882,43.0,1.625
1.0541310541310542,2.975,43.0,2.434
1.0130841121495326,5.1039,52.0,2.738
1.0511363636363635,4.1458,52.0,2.485
1.0932203389830508,3.4762,52.0,2.44
1.0560538116591929,2.6833,52.0,2.409
0.9723320158102767,5.75,52.0,3.063
1.078358208955224,3.9632,50.0,2.4
1.0616438356164384,4.9489,45.0,2.471
0.944792973651192,4.8711,27.0,2.866
1.1130268199233717,3.0718,52.0,2.667
1.0670731707317074,3.6719,49.0,2.298
1.0506024096385542,4.6094,52.0,2.293
1.011336032388664,4.5213,21.0,2.284
0.9358974358974359,4.4562,25.0,2.062
1.0614422369389256,7.611,5.0,3.507
1.0510670731707317,3.2689,31.0,2.31
1.0253164556962024,3.567,52.0,2.529
1.0471698113207548,3.6875,28.0,3.539
1.103388357949609,4.7695,23.0,2.917
1.1196319018404908,3.1972,20.0,1.0
1.0189337319382163,7.2634,12.0,3.416
0.912109375,7.0568,5.0,4.125
1.0775047258979207,4.635,36.0,2.486
1.1185185185185185,5.3015,40.0,2.549
1.054945054945055,4.9801,36.0,2.415
0.9855371900826446,5.4834,26.0,2.952
1.0191938579654511,6.187,31.0,3.404
1.002724795640327,5.6194,32.0,2.747
0.958904109589041,5.4639,35.0,2.386
1.0544959128065394,5.1498,35.0,2.664
1.0457142857142858,5.8382,30.0,3.302
1.006105006105006,4.65,36.0,2.068
1.0453781512605043,4.3819,25.0,2.092
1.1003521126760563,3.7222,30.0,1.958
1.0483271375464684,5.2855,31.0,2.535
1.0212765957446808,4.3375,31.0,2.418
1.0367149758454106,5.2131,27.0,2.525
1.0228136882129277,6.005,30.0,2.639
0.9800664451827242,5.0519,38.0,2.27
1.0076687116564418,4.8237,38.0,2.209
1.0902439024390245,5.2497,32.0,2.593
0.9819494584837545,4.125,39.0,2.325
0.9841269841269841,4.6005,37.0,2.316
1.025974025974026,3.5187,33.0,2.094
1.0605187319884726,3.0,32.0,2.232
1.0676056338028168,3.4934,25.0,2.099
1.0532825880114176,2.9861,33.0,2.082
1.1195652173913044,2.5362,29.0,2.038
1.068522483940043,3.3021,36.0,1.957
1.0108108108108107,3.0964,31.0,1.905
1.1408450704225352,2.8512,43.0,1.81
1.1229508196721312,3.3478,42.0,1.849
0.9853658536585366,2.3958,37.0,1.908
1.0254491017964071,3.5295,15.0,2.422
1.02125,4.8036,20.0,1.883
1.0127272727272727,3.851,52.0,1.835
1.046875,4.0662,52.0,2.042
1.025445292620865,4.6042,51.0,2.519
1.0972222222222223,2.2,49.0,1.875
1.0097087378640777,4.1164,52.0,1.982
0.9695652173913043,3.95,52.0,2.19
0.9020979020979021,4.9135,52.0,2.75
1.1127717391304348,2.8355,45.0,2.454
1.0804597701149425,3.25,46.0,1.775
1.0597402597402596,2.8301,49.0,1.716
0.9897260273972602,3.7159,52.0,1.833
0.9951690821256038,2.5625,52.0,1.75
1.0262295081967212,3.8047,45.0,1.567
1.0888888888888888,3.375,45.0,1.575
1.0101010101010102,3.244,38.0,1.798
1.0269749518304432,4.0268,36.0,2.055
1.0552380952380953,3.3906,35.0,1.789
1.1896551724137931,5.5461,36.0,2.625
0.9924698795180723,3.371,42.0,1.65
0.9826989619377162,3.5313,46.0,1.597
1.2134146341463414,3.663,5.0,1.583
1.0251046025104602,2.875,38.0,1.448
1.0316856780735109,4.0202,43.0,1.663
0.9565217391304348,4.5553,37.0,1.91
0.9850746268656716,3.4643,36.0,1.75
1.2391752577319588,3.3431,10.0,1.375
1.024432809773124,2.1898,28.0,1.417
0.9815303430079155,2.9097,31.0,2.109
0.943609022556391,3.375,47.0,1.983
1.0883575883575884,2.8125,29.0,1.574
0.9580838323353293,5.0,52.0,2.647
1.1161473087818696,3.0673,38.0,2.184
1.059782608695652,3.8125,43.0,2.351
0.9925925925925926,6.9096,33.0,3.418
0.9924433249370277,7.912,26.0,3.673
0.9770408163265306,3.8393,35.0,2.435
0.9857142857142858,4.0,35.0,1.679
0.8947368421052632,6.5095,25.0,3.712
1.0,3.5156,39.0,2.189
1.0201612903225807,2.983,45.0,2.027
