churn,Customer_ID
0.000,2000127.000
0.000,2000128.000
0.000,2000129.000
0.000,2000130.000
0.000,2000131.000
0.000,2000132.000
0.000,2000133.000
0.000,2000134.000
0.000,2000135.000
0.000,2000136.000
0.000,2000137.000
0.000,2000138.000
0.000,2000139.000
0.000,2000140.000
0.000,2000141.000
0.000,2000142.000
0.000,2000143.000
0.000,2000144.000
0.000,2000145.000
0.000,2000146.000
0.000,2000147.000
0.000,2000148.000
0.000,2000149.000
0.000,2000150.000
0.000,2000151.000
0.000,2000152.000
0.000,2000153.000
0.000,2000154.000
0.000,2000155.000
0.000,2000156.000
0.000,2000157.000
0.000,2000158.000
0.000,2000159.000
0.000,2000160.000
0.000,2000161.000
0.000,2000162.000
0.000,2000163.000
0.000,2000164.000
1.000,2000165.000
0.000,2000166.000
0.000,2000167.000
0.000,2000168.000
0.000,2000169.000
0.000,2000170.000
0.000,2000171.000
0.000,2000172.000
0.000,2000173.000
0.000,2000174.000
0.000,2000175.000
0.000,2000176.000
0.000,2000177.000
0.000,2000178.000
0.000,2000179.000
0.000,2000180.000
0.000,2000181.000
0.000,2000182.000
0.000,2000183.000
0.000,2000184.000
0.000,2000185.000
0.000,2000186.000
0.000,2000187.000
0.000,2000188.000
0.000,2000189.000
0.000,2000190.000
0.000,2000191.000
0.000,2000192.000
0.000,2000193.000
0.000,2000194.000
0.000,2000195.000
0.000,2000196.000
0.000,2000197.000
0.000,2000198.000
0.000,2000199.000
0.000,2000200.000
0.000,2000201.000
0.000,2000202.000
0.000,2000203.000
0.000,2000204.000
0.000,2000205.000
0.000,2000206.000
0.000,2000207.000
0.000,2000208.000
0.000,2000209.000
0.000,2000210.000
0.000,2000211.000
0.000,2000212.000
0.000,2000213.000
0.000,2000214.000
0.000,2000215.000
0.000,2000216.000
0.000,2000217.000
0.000,2000218.000
0.000,2000219.000
0.000,2000220.000
0.000,2000221.000
0.000,2000222.000
0.000,2000223.000
0.000,2000224.000
0.000,2000225.000
0.000,2000226.000
0.000,2000227.000
0.000,2000228.000
0.000,2000229.000
0.000,2000230.000
0.000,2000231.000
0.000,2000232.000
0.000,2000233.000
0.000,2000234.000
0.000,2000235.000
0.000,2000236.000
0.000,2000237.000
0.000,2000238.000
0.000,2000239.000
0.000,2000240.000
0.000,2000241.000
0.000,2000242.000
0.000,2000243.000
0.000,2000244.000
0.000,2000245.000
0.000,2000246.000
0.000,2000247.000
0.000,2000248.000
0.000,2000249.000
0.000,2000250.000
0.000,2000251.000
0.000,2000252.000
0.000,2000253.000
0.000,2000254.000
1.000,2000255.000
0.000,2000256.000
0.000,2000257.000
0.000,2000258.000
0.000,2000259.000
0.000,2000260.000
0.000,2000261.000
0.000,2000262.000
0.000,2000263.000
1.000,2000264.000
0.000,2000265.000
0.000,2000266.000
0.000,2000267.000
0.000,2000268.000
0.000,2000269.000
0.000,2000270.000
0.000,2000271.000
0.000,2000272.000
0.000,2000273.000
0.000,2000274.000
0.000,2000275.000
0.000,2000276.000
0.000,2000277.000
0.000,2000278.000
0.000,2000279.000
0.000,2000280.000
0.000,2000281.000
0.000,2000282.000
0.000,2000283.000
0.000,2000284.000
0.000,2000285.000
0.000,2000286.000
0.000,2000287.000
0.000,2000288.000
0.000,2000289.000
0.000,2000290.000
0.000,2000291.000
0.000,2000292.000
0.000,2000293.000
0.000,2000294.000
0.000,2000295.000
0.000,2000296.000
0.000,2000297.000
0.000,2000298.000
0.000,2000299.000
0.000,2000300.000
0.000,2000301.000
0.000,2000302.000
0.000,2000303.000
0.000,2000304.000
0.000,2000305.000
0.000,2000306.000
0.000,2000307.000
0.000,2000308.000
0.000,2000309.000
0.000,2000310.000
0.000,2000311.000
0.000,2000312.000
0.000,2000313.000
0.000,2000314.000
0.000,2000315.000
0.000,2000316.000
0.000,2000317.000
0.000,2000318.000
0.000,2000319.000
0.000,2000320.000
0.000,2000321.000
0.000,2000322.000
0.000,2000323.000
0.000,2000324.000
0.000,2000325.000
0.000,2000326.000
0.000,2000327.000
0.000,2000328.000
0.000,2000329.000
0.000,2000330.000
0.000,2000331.000
0.000,2000332.000
0.000,2000333.000
0.000,2000334.000
0.000,2000335.000
0.000,2000336.000
0.000,2000337.000
0.000,2000338.000
0.000,2000339.000
0.000,2000340.000
0.000,2000341.000
0.000,2000342.000
0.000,2000343.000
0.000,2000344.000
0.000,2000345.000
0.000,2000346.000
0.000,2000347.000
0.000,2000348.000
0.000,2000349.000
0.000,2000350.000
0.000,2000351.000
0.000,2000352.000
0.000,2000353.000
0.000,2000354.000
0.000,2000355.000
0.000,2000356.000
0.000,2000357.000
0.000,2000358.000
0.000,2000359.000
0.000,2000360.000
0.000,2000361.000
0.000,2000362.000
0.000,2000363.000
0.000,2000364.000
0.000,2000365.000
0.000,2000366.000
0.000,2000367.000
0.000,2000368.000
0.000,2000369.000
0.000,2000370.000
0.000,2000371.000
0.000,2000372.000
0.000,2000373.000
0.000,2000374.000
0.000,2000375.000
0.000,2000376.000
0.000,2000377.000
0.000,2000378.000
0.000,2000379.000
0.000,2000380.000
1.000,2000381.000
0.000,2000382.000
0.000,2000383.000
0.000,2000384.000
0.000,2000385.000
0.000,2000386.000
0.000,2000387.000
0.000,2000388.000
0.000,2000389.000
0.000,2000390.000
0.000,2000391.000
0.000,2000392.000
0.000,2000393.000
0.000,2000394.000
0.000,2000395.000
0.000,2000396.000
0.000,2000397.000
0.000,2000398.000
0.000,2000399.000
0.000,2000400.000
0.000,2000401.000
0.000,2000402.000
0.000,2000403.000
0.000,2000404.000
0.000,2000405.000
0.000,2000406.000
0.000,2000407.000
0.000,2000408.000
0.000,2000409.000
0.000,2000410.000
0.000,2000411.000
0.000,2000412.000
0.000,2000413.000
0.000,2000414.000
0.000,2000415.000
0.000,2000416.000
0.000,2000417.000
0.000,2000418.000
0.000,2000419.000
0.000,2000420.000
0.000,2000421.000
1.000,2000422.000
0.000,2000423.000
0.000,2000424.000
0.000,2000425.000
0.000,2000426.000
0.000,2000427.000
0.000,2000428.000
0.000,2000429.000
0.000,2000430.000
0.000,2000431.000
0.000,2000432.000
0.000,2000433.000
0.000,2000434.000
0.000,2000435.000
0.000,2000436.000
0.000,2000437.000
0.000,2000438.000
0.000,2000439.000
0.000,2000440.000
0.000,2000441.000
0.000,2000442.000
0.000,2000443.000
0.000,2000444.000
0.000,2000445.000
0.000,2000446.000
0.000,2000447.000
0.000,2000448.000
0.000,2000449.000
0.000,2000450.000
0.000,2000451.000
0.000,2000452.000
0.000,2000453.000
0.000,2000454.000
0.000,2000455.000
0.000,2000456.000
0.000,2000457.000
0.000,2000458.000
0.000,2000459.000
0.000,2000460.000
0.000,2000461.000
0.000,2000462.000
0.000,2000463.000
0.000,2000464.000
0.000,2000465.000
0.000,2000466.000
0.000,2000467.000
0.000,2000468.000
0.000,2000469.000
0.000,2000470.000
0.000,2000471.000
0.000,2000472.000
0.000,2000473.000
0.000,2000474.000
0.000,2000475.000
0.000,2000476.000
0.000,2000477.000
0.000,2000478.000
0.000,2000479.000
0.000,2000480.000
0.000,2000481.000
0.000,2000482.000
0.000,2000483.000
0.000,2000484.000
1.000,2000485.000
1.000,2000486.000
0.000,2000487.000
0.000,2000488.000
0.000,2000489.000
0.000,2000490.000
0.000,2000491.000
0.000,2000492.000
0.000,2000493.000
0.000,2000494.000
0.000,2000495.000
0.000,2000496.000
0.000,2000497.000
0.000,2000498.000
0.000,2000499.000
0.000,2000500.000
0.000,2000501.000
0.000,2000502.000
0.000,2000503.000
0.000,2000504.000
0.000,2000505.000
0.000,2000506.000
0.000,2000507.000
0.000,2000508.000
0.000,2000509.000
0.000,2000510.000
0.000,2000511.000
0.000,2000512.000
0.000,2000513.000
0.000,2000514.000
0.000,2000515.000
0.000,2000516.000
0.000,2000517.000
0.000,2000518.000
0.000,2000519.000
0.000,2000520.000
0.000,2000521.000
0.000,2000522.000
0.000,2000523.000
0.000,2000524.000
0.000,2000525.000
0.000,2000526.000
0.000,2000527.000
0.000,2000528.000
0.000,2000529.000
0.000,2000530.000
0.000,2000531.000
0.000,2000532.000
0.000,2000533.000
0.000,2000534.000
0.000,2000535.000
0.000,2000536.000
0.000,2000537.000
0.000,2000538.000
0.000,2000539.000
0.000,2000540.000
1.000,2000541.000
0.000,2000542.000
0.000,2000543.000
0.000,2000544.000
0.000,2000545.000
0.000,2000546.000
0.000,2000547.000
0.000,2000548.000
0.000,2000549.000
0.000,2000550.000
0.000,2000551.000
0.000,2000552.000
0.000,2000553.000
0.000,2000554.000
0.000,2000555.000
0.000,2000556.000
0.000,2000557.000
0.000,2000558.000
0.000,2000559.000
0.000,2000560.000
0.000,2000561.000
0.000,2000562.000
0.000,2000563.000
0.000,2000564.000
0.000,2000565.000
0.000,2000566.000
0.000,2000567.000
0.000,2000568.000
0.000,2000569.000
0.000,2000570.000
0.000,2000571.000
0.000,2000572.000
0.000,2000573.000
0.000,2000574.000
0.000,2000575.000
0.000,2000576.000
0.000,2000577.000
0.000,2000578.000
0.000,2000579.000
0.000,2000580.000
0.000,2000581.000
0.000,2000582.000
0.000,2000583.000
0.000,2000584.000
0.000,2000585.000
0.000,2000586.000
0.000,2000587.000
0.000,2000588.000
0.000,2000589.000
0.000,2000590.000
0.000,2000591.000
0.000,2000592.000
0.000,2000593.000
0.000,2000594.000
0.000,2000595.000
0.000,2000596.000
0.000,2000597.000
0.000,2000598.000
0.000,2000599.000
0.000,2000600.000
0.000,2000601.000
0.000,2000602.000
0.000,2000603.000
0.000,2000604.000
0.000,2000605.000
0.000,2000606.000
0.000,2000607.000
0.000,2000608.000
0.000,2000609.000
0.000,2000610.000
0.000,2000611.000
0.000,2000612.000
0.000,2000613.000
0.000,2000614.000
0.000,2000615.000
0.000,2000616.000
0.000,2000617.000
0.000,2000618.000
0.000,2000619.000
0.000,2000620.000
0.000,2000621.000
0.000,2000622.000
0.000,2000623.000
0.000,2000624.000
0.000,2000625.000
0.000,2000626.000
0.000,2000627.000
0.000,2000628.000
0.000,2000629.000
0.000,2000630.000
0.000,2000631.000
0.000,2000632.000
0.000,2000633.000
0.000,2000634.000
0.000,2000635.000
0.000,2000636.000
0.000,2000637.000
0.000,2000638.000
0.000,2000639.000
0.000,2000640.000
0.000,2000641.000
0.000,2000642.000
0.000,2000643.000
0.000,2000644.000
0.000,2000645.000
0.000,2000646.000
0.000,2000647.000
0.000,2000648.000
0.000,2000649.000
0.000,2000650.000
0.000,2000651.000
0.000,2000652.000
0.000,2000653.000
0.000,2000654.000
0.000,2000655.000
0.000,2000656.000
0.000,2000657.000
0.000,2000658.000
0.000,2000659.000
0.000,2000660.000
0.000,2000661.000
0.000,2000662.000
0.000,2000663.000
0.000,2000664.000
0.000,2000665.000
0.000,2000666.000
0.000,2000667.000
0.000,2000668.000
0.000,2000669.000
0.000,2000670.000
0.000,2000671.000
0.000,2000672.000
0.000,2000673.000
0.000,2000674.000
0.000,2000675.000
0.000,2000676.000
0.000,2000677.000
0.000,2000678.000
0.000,2000679.000
0.000,2000680.000
0.000,2000681.000
0.000,2000682.000
0.000,2000683.000
0.000,2000684.000
0.000,2000685.000
0.000,2000686.000
0.000,2000687.000
0.000,2000688.000
1.000,2000689.000
0.000,2000690.000
0.000,2000691.000
0.000,2000692.000
0.000,2000693.000
0.000,2000694.000
0.000,2000695.000
0.000,2000696.000
0.000,2000697.000
0.000,2000698.000
0.000,2000699.000
0.000,2000700.000
0.000,2000701.000
0.000,2000702.000
0.000,2000703.000
0.000,2000704.000
0.000,2000705.000
1.000,2000706.000
0.000,2000707.000
0.000,2000708.000
0.000,2000709.000
0.000,2000710.000
0.000,2000711.000
0.000,2000712.000
0.000,2000713.000
0.000,2000714.000
0.000,2000715.000
0.000,2000716.000
0.000,2000717.000
0.000,2000718.000
0.000,2000719.000
0.000,2000720.000
0.000,2000721.000
0.000,2000722.000
0.000,2000723.000
0.000,2000724.000
0.000,2000725.000
0.000,2000726.000
0.000,2000727.000
0.000,2000728.000
0.000,2000729.000
0.000,2000730.000
0.000,2000731.000
0.000,2000732.000
0.000,2000733.000
0.000,2000734.000
0.000,2000735.000
0.000,2000736.000
0.000,2000737.000
0.000,2000738.000
0.000,2000739.000
0.000,2000740.000
0.000,2000741.000
0.000,2000742.000
0.000,2000743.000
0.000,2000744.000
0.000,2000745.000
0.000,2000746.000
0.000,2000747.000
0.000,2000748.000
0.000,2000749.000
0.000,2000750.000
0.000,2000751.000
0.000,2000752.000
0.000,2000753.000
0.000,2000754.000
0.000,2000755.000
0.000,2000756.000
0.000,2000757.000
1.000,2000758.000
0.000,2000759.000
0.000,2000760.000
0.000,2000761.000
0.000,2000762.000
0.000,2000763.000
0.000,2000764.000
0.000,2000765.000
0.000,2000766.000
0.000,2000767.000
0.000,2000768.000
0.000,2000769.000
0.000,2000770.000
0.000,2000771.000
0.000,2000772.000
0.000,2000773.000
0.000,2000774.000
0.000,2000775.000
0.000,2000776.000
0.000,2000777.000
0.000,2000778.000
0.000,2000779.000
0.000,2000780.000
0.000,2000781.000
0.000,2000782.000
0.000,2000783.000
1.000,2000784.000
0.000,2000785.000
0.000,2000786.000
0.000,2000787.000
0.000,2000788.000
0.000,2000789.000
0.000,2000790.000
0.000,2000791.000
0.000,2000792.000
0.000,2000793.000
0.000,2000794.000
0.000,2000795.000
0.000,2000796.000
0.000,2000797.000
0.000,2000798.000
0.000,2000799.000
0.000,2000800.000
0.000,2000801.000
0.000,2000802.000
0.000,2000803.000
0.000,2000804.000
0.000,2000805.000
0.000,2000806.000
0.000,2000807.000
0.000,2000808.000
0.000,2000809.000
0.000,2000810.000
0.000,2000811.000
0.000,2000812.000
0.000,2000813.000
0.000,2000814.000
0.000,2000815.000
0.000,2000816.000
0.000,2000817.000
0.000,2000818.000
0.000,2000819.000
0.000,2000820.000
0.000,2000821.000
0.000,2000822.000
0.000,2000823.000
0.000,2000824.000
0.000,2000825.000
0.000,2000826.000
0.000,2000827.000
0.000,2000828.000
0.000,2000829.000
0.000,2000830.000
0.000,2000831.000
0.000,2000832.000
0.000,2000833.000
0.000,2000834.000
0.000,2000835.000
0.000,2000836.000
0.000,2000837.000
0.000,2000838.000
0.000,2000839.000
0.000,2000840.000
0.000,2000841.000
0.000,2000842.000
0.000,2000843.000
0.000,2000844.000
1.000,2000845.000
0.000,2000846.000
0.000,2000847.000
0.000,2000848.000
0.000,2000849.000
0.000,2000850.000
0.000,2000851.000
0.000,2000852.000
0.000,2000853.000
0.000,2000854.000
0.000,2000855.000
0.000,2000856.000
0.000,2000857.000
0.000,2000858.000
0.000,2000859.000
0.000,2000860.000
0.000,2000861.000
0.000,2000862.000
0.000,2000863.000
0.000,2000864.000
0.000,2000865.000
0.000,2000866.000
0.000,2000867.000
0.000,2000868.000
0.000,2000869.000
0.000,2000870.000
0.000,2000871.000
0.000,2000872.000
0.000,2000873.000
0.000,2000874.000
0.000,2000875.000
0.000,2000876.000
0.000,2000877.000
0.000,2000878.000
0.000,2000879.000
0.000,2000880.000
0.000,2000881.000
0.000,2000882.000
0.000,2000883.000
0.000,2000884.000
0.000,2000885.000
0.000,2000886.000
0.000,2000887.000
0.000,2000888.000
0.000,2000889.000
0.000,2000890.000
0.000,2000891.000
0.000,2000892.000
0.000,2000893.000
0.000,2000894.000
0.000,2000895.000
0.000,2000896.000
0.000,2000897.000
0.000,2000898.000
0.000,2000899.000
0.000,2000900.000
0.000,2000901.000
1.000,2000902.000
0.000,2000903.000
0.000,2000904.000
0.000,2000905.000
0.000,2000906.000
0.000,2000907.000
0.000,2000908.000
0.000,2000909.000
0.000,2000910.000
0.000,2000911.000
0.000,2000912.000
0.000,2000913.000
0.000,2000914.000
0.000,2000915.000
0.000,2000916.000
0.000,2000917.000
0.000,2000918.000
0.000,2000919.000
0.000,2000920.000
0.000,2000921.000
0.000,2000922.000
0.000,2000923.000
0.000,2000924.000
0.000,2000925.000
0.000,2000926.000
0.000,2000927.000
0.000,2000928.000
0.000,2000929.000
0.000,2000930.000
0.000,2000931.000
0.000,2000932.000
0.000,2000933.000
0.000,2000934.000
0.000,2000935.000
0.000,2000936.000
0.000,2000937.000
0.000,2000938.000
0.000,2000939.000
0.000,2000940.000
0.000,2000941.000
0.000,2000942.000
0.000,2000943.000
0.000,2000944.000
0.000,2000945.000
0.000,2000946.000
0.000,2000947.000
0.000,2000948.000
0.000,2000949.000
0.000,2000950.000
0.000,2000951.000
0.000,2000952.000
0.000,2000953.000
0.000,2000954.000
0.000,2000955.000
0.000,2000956.000
0.000,2000957.000
0.000,2000958.000
0.000,2000959.000
0.000,2000960.000
0.000,2000961.000
0.000,2000962.000
0.000,2000963.000
0.000,2000964.000
0.000,2000965.000
0.000,2000966.000
0.000,2000967.000
0.000,2000968.000
0.000,2000969.000
0.000,2000970.000
0.000,2000971.000
0.000,2000972.000
0.000,2000973.000
0.000,2000974.000
0.000,2000975.000
0.000,2000976.000
0.000,2000977.000
1.000,2000978.000
0.000,2000979.000
0.000,2000980.000
0.000,2000981.000
0.000,2000982.000
0.000,2000983.000
0.000,2000984.000
0.000,2000985.000
0.000,2000986.000
0.000,2000987.000
0.000,2000988.000
0.000,2000989.000
0.000,2000990.000
0.000,2000991.000
0.000,2000992.000
0.000,2000993.000
0.000,2000994.000
0.000,2000995.000
0.000,2000996.000
0.000,2000997.000
0.000,2000998.000
0.000,2000999.000
0.000,2001000.000
0.000,2001001.000
0.000,2001002.000
0.000,2001003.000
0.000,2001004.000
0.000,2001005.000
0.000,2001006.000
0.000,2001007.000
0.000,2001008.000
0.000,2001009.000
1.000,2001010.000
0.000,2001011.000
0.000,2001012.000
0.000,2001013.000
0.000,2001014.000
0.000,2001015.000
0.000,2001016.000
0.000,2001017.000
0.000,2001018.000
0.000,2001019.000
0.000,2001020.000
0.000,2001021.000
0.000,2001022.000
0.000,2001023.000
0.000,2001024.000
0.000,2001025.000
0.000,2001026.000
0.000,2001027.000
0.000,2001028.000
0.000,2001029.000
0.000,2001030.000
0.000,2001031.000
0.000,2001032.000
0.000,2001033.000
0.000,2001034.000
0.000,2001035.000
0.000,2001036.000
0.000,2001037.000
0.000,2001038.000
0.000,2001039.000
0.000,2001040.000
0.000,2001041.000
0.000,2001042.000
0.000,2001043.000
0.000,2001044.000
0.000,2001045.000
0.000,2001046.000
0.000,2001047.000
0.000,2001048.000
0.000,2001049.000
0.000,2001050.000
0.000,2001051.000
0.000,2001052.000
0.000,2001053.000
0.000,2001054.000
0.000,2001055.000
0.000,2001056.000
0.000,2001057.000
0.000,2001058.000
0.000,2001059.000
0.000,2001060.000
0.000,2001061.000
0.000,2001062.000
0.000,2001063.000
0.000,2001064.000
0.000,2001065.000
0.000,2001066.000
0.000,2001067.000
0.000,2001068.000
0.000,2001069.000
0.000,2001070.000
0.000,2001071.000
0.000,2001072.000
0.000,2001073.000
0.000,2001074.000
0.000,2001075.000
0.000,2001076.000
0.000,2001077.000
0.000,2001078.000
0.000,2001079.000
0.000,2001080.000
0.000,2001081.000
0.000,2001082.000
0.000,2001083.000
1.000,2001084.000
0.000,2001085.000
0.000,2001086.000
0.000,2001087.000
0.000,2001088.000
0.000,2001089.000
0.000,2001090.000
0.000,2001091.000
0.000,2001092.000
0.000,2001093.000
0.000,2001094.000
0.000,2001095.000
0.000,2001096.000
0.000,2001097.000
0.000,2001098.000
0.000,2001099.000
0.000,2001100.000
0.000,2001101.000
0.000,2001102.000
0.000,2001103.000
0.000,2001104.000
0.000,2001105.000
0.000,2001106.000
0.000,2001107.000
0.000,2001108.000
0.000,2001109.000
0.000,2001110.000
0.000,2001111.000
0.000,2001112.000
0.000,2001113.000
0.000,2001114.000
0.000,2001115.000
0.000,2001116.000
0.000,2001117.000
0.000,2001118.000
0.000,2001119.000
0.000,2001120.000
0.000,2001121.000
0.000,2001122.000
0.000,2001123.000
0.000,2001124.000
0.000,2001125.000
0.000,2001126.000
0.000,2001127.000
0.000,2001128.000
0.000,2001129.000
0.000,2001130.000
0.000,2001131.000
0.000,2001132.000
0.000,2001133.000
0.000,2001134.000
0.000,2001135.000
0.000,2001136.000
0.000,2001137.000
0.000,2001138.000
0.000,2001139.000
0.000,2001140.000
0.000,2001141.000
0.000,2001142.000
0.000,2001143.000
0.000,2001144.000
0.000,2001145.000
0.000,2001146.000
0.000,2001147.000
1.000,2001148.000
0.000,2001149.000
0.000,2001150.000
0.000,2001151.000
0.000,2001152.000
0.000,2001153.000
0.000,2001154.000
0.000,2001155.000
0.000,2001156.000
0.000,2001157.000
0.000,2001158.000
0.000,2001159.000
0.000,2001160.000
0.000,2001161.000
0.000,2001162.000
0.000,2001163.000
0.000,2001164.000
0.000,2001165.000
0.000,2001166.000
0.000,2001167.000
0.000,2001168.000
0.000,2001169.000
0.000,2001170.000
0.000,2001171.000
0.000,2001172.000
0.000,2001173.000
0.000,2001174.000
0.000,2001175.000
0.000,2001176.000
0.000,2001177.000
0.000,2001178.000
0.000,2001179.000
0.000,2001180.000
0.000,2001181.000
0.000,2001182.000
0.000,2001183.000
0.000,2001184.000
0.000,2001185.000
0.000,2001186.000
0.000,2001187.000
0.000,2001188.000
0.000,2001189.000
0.000,2001190.000
0.000,2001191.000
0.000,2001192.000
0.000,2001193.000
0.000,2001194.000
0.000,2001195.000
0.000,2001196.000
0.000,2001197.000
0.000,2001198.000
0.000,2001199.000
0.000,2001200.000
0.000,2001201.000
0.000,2001202.000
0.000,2001203.000
0.000,2001204.000
0.000,2001205.000
0.000,2001206.000
0.000,2001207.000
0.000,2001208.000
0.000,2001209.000
0.000,2001210.000
0.000,2001211.000
0.000,2001212.000
0.000,2001213.000
0.000,2001214.000
0.000,2001215.000
0.000,2001216.000
0.000,2001217.000
0.000,2001218.000
0.000,2001219.000
0.000,2001220.000
0.000,2001221.000
0.000,2001222.000
0.000,2001223.000
0.000,2001224.000
0.000,2001225.000
0.000,2001226.000
0.000,2001227.000
0.000,2001228.000
0.000,2001229.000
0.000,2001230.000
0.000,2001231.000
0.000,2001232.000
0.000,2001233.000
0.000,2001234.000
0.000,2001235.000
0.000,2001236.000
0.000,2001237.000
0.000,2001238.000
0.000,2001239.000
0.000,2001240.000
0.000,2001241.000
0.000,2001242.000
0.000,2001243.000
0.000,2001244.000
0.000,2001245.000
0.000,2001246.000
0.000,2001247.000
0.000,2001248.000
0.000,2001249.000
0.000,2001250.000
0.000,2001251.000
0.000,2001252.000
0.000,2001253.000
0.000,2001254.000
0.000,2001255.000
0.000,2001256.000
0.000,2001257.000
0.000,2001258.000
0.000,2001259.000
0.000,2001260.000
0.000,2001261.000
0.000,2001262.000
0.000,2001263.000
0.000,2001264.000
0.000,2001265.000
0.000,2001266.000
0.000,2001267.000
0.000,2001268.000
0.000,2001269.000
0.000,2001270.000
0.000,2001271.000
0.000,2001272.000
0.000,2001273.000
0.000,2001274.000
0.000,2001275.000
0.000,2001276.000
0.000,2001277.000
0.000,2001278.000
0.000,2001279.000
0.000,2001280.000
0.000,2001281.000
0.000,2001282.000
0.000,2001283.000
0.000,2001284.000
0.000,2001285.000
0.000,2001286.000
0.000,2001287.000
0.000,2001288.000
0.000,2001289.000
0.000,2001290.000
0.000,2001291.000
0.000,2001292.000
0.000,2001293.000
0.000,2001294.000
0.000,2001295.000
0.000,2001296.000
0.000,2001297.000
0.000,2001298.000
0.000,2001299.000
0.000,2001300.000
0.000,2001301.000
0.000,2001302.000
0.000,2001303.000
0.000,2001304.000
0.000,2001305.000
0.000,2001306.000
0.000,2001307.000
0.000,2001308.000
0.000,2001309.000
0.000,2001310.000
0.000,2001311.000
0.000,2001312.000
0.000,2001313.000
0.000,2001314.000
0.000,2001315.000
0.000,2001316.000
0.000,2001317.000
0.000,2001318.000
0.000,2001319.000
0.000,2001320.000
0.000,2001321.000
0.000,2001322.000
0.000,2001323.000
0.000,2001324.000
0.000,2001325.000
0.000,2001326.000
0.000,2001327.000
0.000,2001328.000
0.000,2001329.000
0.000,2001330.000
0.000,2001331.000
0.000,2001332.000
0.000,2001333.000
0.000,2001334.000
0.000,2001335.000
0.000,2001336.000
0.000,2001337.000
0.000,2001338.000
0.000,2001339.000
0.000,2001340.000
0.000,2001341.000
0.000,2001342.000
0.000,2001343.000
0.000,2001344.000
0.000,2001345.000
0.000,2001346.000
0.000,2001347.000
0.000,2001348.000
0.000,2001349.000
0.000,2001350.000
0.000,2001351.000
0.000,2001352.000
0.000,2001353.000
0.000,2001354.000
0.000,2001355.000
0.000,2001356.000
0.000,2001357.000
0.000,2001358.000
0.000,2001359.000
0.000,2001360.000
0.000,2001361.000
0.000,2001362.000
0.000,2001363.000
0.000,2001364.000
0.000,2001365.000
0.000,2001366.000
0.000,2001367.000
0.000,2001368.000
0.000,2001369.000
0.000,2001370.000
0.000,2001371.000
0.000,2001372.000
0.000,2001373.000
0.000,2001374.000
0.000,2001375.000
0.000,2001376.000
0.000,2001377.000
0.000,2001378.000
0.000,2001379.000
0.000,2001380.000
0.000,2001381.000
0.000,2001382.000
0.000,2001383.000
0.000,2001384.000
0.000,2001385.000
0.000,2001386.000
0.000,2001387.000
0.000,2001388.000
0.000,2001389.000
0.000,2001390.000
0.000,2001391.000
0.000,2001392.000
0.000,2001393.000
0.000,2001394.000
0.000,2001395.000
0.000,2001396.000
0.000,2001397.000
0.000,2001398.000
